,Model,Human,Ind
0,3.1458333333333335,50.0,1192.0
1,5.040816326530612,0.0,1192.0
2,35.15217391304348,0.0,1192.0
3,7.478260869565218,,1192.0
4,6.854166666666667,0.0,1192.0
5,2.4583333333333335,1.0,1192.0
6,7.28,0.0,1192.0
7,94.2127659574468,100.0,1192.0
8,96.79166666666667,100.0,1192.0
9,86.52083333333333,100.0,1192.0
10,82.53191489361703,54.0,1192.0
11,38.46938775510204,44.0,1192.0
12,27.82,0.0,1192.0
13,6.934782608695652,0.0,1192.0
14,3.0,17.0,1192.0
15,65.375,75.0,1192.0
16,97.27083333333333,100.0,1192.0
17,95.87755102040816,100.0,1192.0
18,96.08333333333333,99.0,1192.0
19,97.6734693877551,100.0,1192.0
20,92.65957446808511,100.0,1192.0
21,95.83333333333333,98.0,1192.0
22,16.6875,24.0,1192.0
23,71.95918367346938,100.0,1192.0
24,3.1458333333333335,21.0,1189.0
25,5.040816326530612,28.0,1189.0
26,35.15217391304348,43.0,1189.0
27,7.478260869565218,56.0,1189.0
28,6.854166666666667,42.0,1189.0
29,2.4583333333333335,56.0,1189.0
30,7.28,58.0,1189.0
31,94.2127659574468,56.0,1189.0
32,96.79166666666667,62.0,1189.0
33,86.52083333333333,61.0,1189.0
34,82.53191489361703,55.0,1189.0
35,38.46938775510204,57.0,1189.0
36,27.82,56.0,1189.0
37,6.934782608695652,,1189.0
38,3.0,43.0,1189.0
39,65.375,49.0,1189.0
40,97.27083333333333,61.0,1189.0
41,95.87755102040816,58.0,1189.0
42,96.08333333333333,56.0,1189.0
43,97.6734693877551,58.0,1189.0
44,92.65957446808511,72.0,1189.0
45,95.83333333333333,58.0,1189.0
46,16.6875,38.0,1189.0
47,71.95918367346938,60.0,1189.0
48,3.1458333333333335,3.0,1154.0
49,5.040816326530612,3.0,1154.0
50,35.15217391304348,4.0,1154.0
51,7.478260869565218,3.0,1154.0
52,6.854166666666667,0.0,1154.0
53,2.4583333333333335,1.0,1154.0
54,7.28,1.0,1154.0
55,94.2127659574468,100.0,1154.0
56,96.79166666666667,98.0,1154.0
57,86.52083333333333,1.0,1154.0
58,82.53191489361703,98.0,1154.0
59,38.46938775510204,12.0,1154.0
60,27.82,1.0,1154.0
61,6.934782608695652,2.0,1154.0
62,3.0,1.0,1154.0
63,65.375,50.0,1154.0
64,97.27083333333333,98.0,1154.0
65,95.87755102040816,97.0,1154.0
66,96.08333333333333,96.0,1154.0
67,97.6734693877551,97.0,1154.0
68,92.65957446808511,98.0,1154.0
69,95.83333333333333,98.0,1154.0
70,16.6875,7.0,1154.0
71,71.95918367346938,49.0,1154.0
72,3.1458333333333335,0.0,1163.0
73,5.040816326530612,11.0,1163.0
74,35.15217391304348,46.0,1163.0
75,7.478260869565218,10.0,1163.0
76,6.854166666666667,13.0,1163.0
77,2.4583333333333335,1.0,1163.0
78,7.28,9.0,1163.0
79,94.2127659574468,89.0,1163.0
80,96.79166666666667,99.0,1163.0
81,86.52083333333333,97.0,1163.0
82,82.53191489361703,50.0,1163.0
83,38.46938775510204,11.0,1163.0
